stdYymm,nationCode,mprcExipitmCode,imxprtSeCode,nationNm,ecoblNm,mprcExipitmNm,imxprtSeNm,imxprtWt,imxprtDollarAmount
202201,NO,0303599000,I,노르웨이,경제협력개발기구/유럽자유무역연합,,수입,7551.3,38848
202201,JP,0303911000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,간,수출,220,1958
202201,RU,0303912010,I,러시아,,명란,수입,444080.6,2872049
202201,VN,0303912010,E,베트남,동남아국가연합,명란,수출,239775.4,1504164
202201,GU,0303912010,E,괌,,명란,수출,68,623
202201,JP,0303912010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,명란,수출,11584.3,74305
202201,JP,0303912010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,명란,수입,16.86,469
202201,US,0303912010,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명란,수출,340,3813
202201,US,0303912010,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명란,수입,20249.9,107755
202201,CN,0303912010,E,중국,아시아.태평양 경제협력체,명란,수출,23617.8,166182
202201,CN,0303912010,I,중국,아시아.태평양 경제협력체,명란,수입,.71,20
202201,RU,0303912090,I,러시아,,,수입,98355,230697
202201,GU,0303912090,E,괌,,,수출,594,9909
202201,PH,0303912090,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,,수출,200,3480
202201,NZ,0303912090,I,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,,수입,43552,146291
202201,US,0303912090,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수출,1790,9812
202201,US,0303912090,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수입,200,9570
202201,KW,0303912090,E,쿠웨이트,걸프협력회의,,수출,480,1256
202201,MY,0303912090,E,말레이시아,동남아국가연합/아시아.태평양 경제협력체,,수출,9424,27514
202201,DZ,0303990000,I,알제리,,,수입,65,732
202201,EE,0303990000,I,에스토니아,유럽연합,,수입,8792,14135
202201,TW,0303990000,I,대만,아시아.태평양 경제협력체,,수입,2340,25550
202201,TN,0303990000,I,튀니지,,,수입,619.6,6575
202201,RU,0303990000,I,러시아,,,수입,8231,10284
202201,TR,0303990000,I,튀르키예,경제협력개발기구,,수입,1672.1,26362
202201,VN,0303990000,E,베트남,동남아국가연합,,수출,19841,65510
202201,PH,0303990000,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,,수출,92711.4,100575
202201,HR,0303990000,I,크로아티아,유럽연합/경제협력개발기구,,수입,1477.9,14216
202201,US,0303990000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수입,118791.75,571460
202201,LY,0303990000,I,리비아,,,수입,388.4,3979
202201,EG,0303990000,I,이집트,,,수입,837,6511
202201,MA,0303990000,I,모로코,,,수입,3472.7,42689
202201,CN,0303990000,E,중국,아시아.태평양 경제협력체,,수출,9013,14926
202201,CN,0303990000,I,중국,아시아.태평양 경제협력체,,수입,36760,71920
202201,NO,0303990000,I,노르웨이,경제협력개발기구/유럽자유무역연합,,수입,13307.4,57178
202201,VN,0305520000,I,베트남,동남아국가연합,틸라피아,수입,1800,14168
202201,TH,0305597000,E,태국,동남아국가연합/아시아.태평양 경제협력체,까나리,수출,6,30
202201,MM,0305599000,I,미얀마,동남아국가연합,어류,수입,10.88,39
202201,HK,0305599000,E,홍콩,아시아.태평양 경제협력체,어류,수출,11,148
202201,CA,0305599000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어류,수출,288,7367
202201,BD,0305599000,E,방글라데시,,어류,수출,20,3792
202201,RU,0305599000,I,러시아,,어류,수입,14000,147519
202201,TH,0305599000,I,태국,동남아국가연합/아시아.태평양 경제협력체,어류,수입,999.67,11030
202201,ID,0305599000,E,인도네시아,동남아국가연합/아시아.태평양 경제협력체,어류,수출,22,4950
202201,VN,0305599000,I,베트남,동남아국가연합,어류,수입,163961.962,620780
202201,GU,0305599000,E,괌,,어류,수출,45.5,637
202201,JP,0305599000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,어류,수입,.4,7
202201,PH,0305599000,I,필리핀,동남아국가연합/아시아.태평양 경제협력체,어류,수입,2736,16708
202201,US,0305599000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어류,수출,6355.022,90188
202201,AU,0305599000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,어류,수출,358,6049
202201,SG,0305599000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,어류,수출,13,154
202201,SG,0305599000,I,싱가포르,동남아국가연합/아시아.태평양 경제협력체,어류,수입,3.64,49
202201,CN,0305599000,I,중국,아시아.태평양 경제협력체,어류,수입,8890.473,111451
202201,KW,0305599000,E,쿠웨이트,걸프협력회의,어류,수출,97.5,2462
202201,GB,0305599000,I,영국,유럽연합/경제협력개발기구,어류,수입,2.4,46
202201,DE,0305631000,E,독일,유럽연합/경제협력개발기구,멸치젓,수출,6091.2,11648
202201,VN,0305631000,I,베트남,동남아국가연합,멸치젓,수입,281.557,4151
202201,US,0305631000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,멸치젓,수입,.2,18
202201,US,0305639000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,멸치,수출,324,6327
202201,CA,0305693000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,갈치,수출,357.3,3206
202201,JP,0305693000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,갈치,수출,21.6,295
202201,US,0305693000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,갈치,수출,1710.488,16790
202201,VN,0305695000,I,베트남,동남아국가연합,고등어,수입,6.973,86
202201,GU,0305695000,E,괌,,고등어,수출,252,2188
202201,PH,0305695000,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,고등어,수출,340.92,3036
202201,US,0305695000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,고등어,수출,12154.36,113405
202201,AU,0305695000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,고등어,수출,106.08,1078
202201,US,0305696000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,조기,수출,58.79,2195
202201,TH,0305699000,I,태국,동남아국가연합/아시아.태평양 경제협력체,어류,수입,234.249,2080
202201,VN,0305699000,I,베트남,동남아국가연합,어류,수입,287.344,4041
202201,PH,0305699000,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,어류,수출,93.9,963
202201,US,0305699000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어류,수출,1460.24,16725
202201,AU,0305699000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,어류,수출,136.2,1109
202201,CN,0305699000,I,중국,아시아.태평양 경제협력체,어류,수입,11,115
202201,TH,0303430000,E,태국,동남아국가연합/아시아.태평양 경제협력체,가다랑어줄무늬버니토우,수출,3512510,5236990
202201,VN,0303430000,I,베트남,동남아국가연합,가다랑어줄무늬버니토우,수입,3627,10312
202201,JP,0303430000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,가다랑어줄무늬버니토우,수출,57752,108217
202201,KI,0303430000,I,키리바시,,가다랑어줄무늬버니토우,수입,619520,1077591
202201,IQ,1605101010,E,이라크,,게살,수출,459,519
202201,TH,1605101010,E,태국,동남아국가연합/아시아.태평양 경제협력체,게살,수출,4,80
202201,JP,1605101010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,게살,수입,.34,3
202201,US,1605101010,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,게살,수출,7230.6,101349
202201,US,1605101010,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,게살,수입,22.775,411
202201,AU,1605101010,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,게살,수출,86,4222
202201,BE,1605101091,E,벨기에,유럽연합/경제협력개발기구,붉은 대게살,수출,21310.16,302976
202201,JP,1605101091,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붉은 대게살,수출,212310.24,2613947
202201,US,1605101091,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,붉은 대게살,수출,14968.54,225770
202201,CN,1605101091,E,중국,아시아.태평양 경제협력체,붉은 대게살,수출,5800,96555
202201,VN,1605101099,I,베트남,동남아국가연합,게살,수입,1.5,13
202201,JP,1605101099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,게살,수입,71.7,1525
202201,PH,1605101099,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,게살,수출,5370,14575
202201,US,1605101099,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,게살,수출,15404.23,225856
202201,NO,1605101099,I,노르웨이,경제협력개발기구/유럽자유무역연합,게살,수입,670.5,17880
202201,HK,1605109000,E,홍콩,아시아.태평양 경제협력체,게 조제품,수출,1484.8,35606
202201,TW,1605109000,E,대만,아시아.태평양 경제협력체,게 조제품,수출,10.87,16
202201,CA,1605109000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,게 조제품,수출,1136,17760
202201,TH,1605109000,I,태국,동남아국가연합/아시아.태평양 경제협력체,게 조제품,수입,190.67,7800
202201,VN,1605109000,I,베트남,동남아국가연합,게 조제품,수입,1644.61,17100
202201,JP,1605109000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,게 조제품,수출,2000,10378
202201,JP,1605109000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,게 조제품,수입,1830.45,21946
202201,US,1605109000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,게 조제품,수출,5812.4,121982
202201,AU,1605109000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,게 조제품,수출,297,4377
202201,SG,1605109000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,게 조제품,수출,304,5579
202201,JP,0302440000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,고등어,수출,7755.2,47516
202201,MM,1605211000,I,미얀마,동남아국가연합,새우류,수입,12190,80194
202201,HK,1605211000,E,홍콩,아시아.태평양 경제협력체,새우류,수출,3.72,33
202201,CA,1605211000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,새우류,수출,3645.6,33385
202201,TH,1605211000,I,태국,동남아국가연합/아시아.태평양 경제협력체,새우류,수입,141018.4,1302842
202201,VN,1605211000,E,베트남,동남아국가연합,새우류,수출,522,3889
202201,VN,1605211000,I,베트남,동남아국가연합,새우류,수입,722674.25,4558926
202201,US,1605211000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,새우류,수출,4428,29744
202201,SG,1605211000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,새우류,수출,180,1791
202201,CN,1605211000,I,중국,아시아.태평양 경제협력체,새우류,수입,34800,125838
202201,MX,0308304000,I,멕시코,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,해파리,수입,42490,41428
202201,TH,0308304000,I,태국,동남아국가연합/아시아.태평양 경제협력체,해파리,수입,266000,681517
202201,US,0308304000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,해파리,수출,1116.48,6039
202201,AU,0308304000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,해파리,수출,367.2,2226
202201,CN,0308304000,E,중국,아시아.태평양 경제협력체,해파리,수출,215302,257005
202201,CN,0308304000,I,중국,아시아.태평양 경제협력체,해파리,수입,53275,143814
202201,TN,0301929090,I,튀니지,,뱀장어,수입,3052,42728
202201,TR,0301929090,I,튀르키예,경제협력개발기구,뱀장어,수입,1242,22500
202201,AU,0301929090,I,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,뱀장어,수입,991.3,14173
202201,MA,0301929090,I,모로코,,뱀장어,수입,12355,182958
202201,CN,0301929090,I,중국,아시아.태평양 경제협력체,뱀장어,수입,267480,3494155
202201,FR,1604310000,I,프랑스,유럽연합/경제협력개발기구,캐비아,수입,24.31,28755
202201,IT,1604310000,I,이탈리아,유럽연합/경제협력개발기구,캐비아,수입,41.648,25678
202201,HK,1604310000,I,홍콩,아시아.태평양 경제협력체,캐비아,수입,28.1,19628
202201,DE,1604310000,I,독일,유럽연합/경제협력개발기구,캐비아,수입,.48,59
202201,TW,1604310000,I,대만,아시아.태평양 경제협력체,캐비아,수입,.54,28
202201,RU,1604310000,I,러시아,,캐비아,수입,84.489,44318
202201,JP,1604310000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,캐비아,수입,1.6,35
202201,CN,1604310000,I,중국,아시아.태평양 경제협력체,캐비아,수입,73.6,74537
202201,HK,0301921000,I,홍콩,아시아.태평양 경제협력체,실뱀장어,수입,32,644309
202201,PH,0301921000,I,필리핀,동남아국가연합/아시아.태평양 경제협력체,실뱀장어,수입,45,55047
202201,MN,0302140000,E,몽골,,대서양 연어,수출,1037.8,24803
202201,AU,0302140000,I,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,대서양 연어,수입,96095.92,907480
202201,NO,0302140000,I,노르웨이,경제협력개발기구/유럽자유무역연합,대서양 연어,수입,2474024.461,29268489
202201,MP,0302140000,E,북마리아나제도,,대서양 연어,수출,158.94,4101
